Title	Author	DOI	Link DOI	ACM	IEEE	SCOPUS
sideeffect removal transformation	Harman, M., Munro, M., Hu, L., Zhang, X.	10.1109/WPC.2001.921741	https://doi.org/10.1109/WPC.2001.921741			https://www.scopus.com/inward/record.url?eid=2-s2.0-84950996099&partnerID=40&md5=2ca13e5497f7b386494c59cd5770a005
sift a scalable iterativeunfolding technique for filtering execution traces	Miranskyy, A.V., Madhavji, N.H., Gittens, M.S., Davison, M., Wilding, M., Godwin, D., Taylor, C.A.	10.1145/1463788.1463817	https://doi.org/10.1145/1463788.1463817			https://www.scopus.com/inward/record.url?eid=2-s2.0-70349159860&partnerID=40&md5=96bb166f01a2274647c773b4b8d69419
signal detection in a space–frequency coded cooperative communication system with multiple carrier frequency offsets by exploiting specific properties of the code structure	F. Tian; X. -G. Xia; P. C. Ching; W. -K. Ma	10.1109/TVT.2009.2014955	https://doi.org/10.1109/TVT.2009.2014955		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4781616	
signalcode design for spread spectrum channels with packet errors occuring	Bykov, K., Kazakov, L., Selyanskaya, E.	10.1109/SYNCHROINFO49631.2020.9166127	https://doi.org/10.1109/SYNCHROINFO49631.2020.9166127			https://www.scopus.com/inward/record.url?eid=2-s2.0-85091521653&partnerID=40&md5=ecfcd0c509c14d67fe93580449b67e84
simplicity a key engineering concept for program understanding		10.5555/876902.881294	https://doi.org/10.5555/876902.881294	https://dl.acm.org/doi/10.5555/876902.881294	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=921718	https://www.scopus.com/inward/record.url?eid=2-s2.0-84950973373&partnerID=40&md5=fc7258a5e437daa0247ecd565df6667c
simplyhover improving comprehension of else statements	Ahmad Jbara, Or Shacham, Bar Ben Michael, Omer Tavor	10.1145/3387904.3389297	https://doi.org/10.1145/3387904.3389297	https://dl.acm.org/doi/10.1145/3387904.3389297		https://www.scopus.com/inward/record.url?eid=2-s2.0-85091935798&partnerID=40&md5=f45bd205c5d3de555d21ea8455beca40
simulating traffic control systems with the fliptick architecture	Huang, Lei-Guang		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-16744366489&partnerID=40&md5=8ad0c47d9c46cc8ec9c89e23692bed71
simulating with simscript	Chao, Y.W.	10.1145/800294.811449	https://doi.org/10.1145/800294.811449			https://www.scopus.com/inward/record.url?eid=2-s2.0-85060646797&partnerID=40&md5=a1536ef0583d0f1e2fdb5c811d5234f7
simulation of largo and complex systems some general trends and an example	Eklundh, B.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85051945231&partnerID=40&md5=37649d3e8845de633527f11d9b61cca3
simulation of pvt experiments	Bouett, L.W., Sageev, A., Orr, F.M.	10.2118/16502-ms	https://doi.org/10.2118/16502-ms			https://www.scopus.com/inward/record.url?eid=2-s2.0-85059023104&partnerID=40&md5=e05ed2009f3040ce678528de9a80356f
simulation of systems with variable structure	Zheng, X., Jin, J.	10.1109/ICSAI.2012.6223090	https://doi.org/10.1109/ICSAI.2012.6223090			https://www.scopus.com/inward/record.url?eid=2-s2.0-84864201596&partnerID=40&md5=e441b7f327ce3cd3606264d0267151aa
simultaneous measurement of program comprehension with fmri and eye tracking a case study	Norman Peitek, Janet Siegmund, Chris Parnin, Sven Apel, Johannes C. Hofmeister, André Brechmann	10.1145/3239235.3240495	https://doi.org/10.1145/3239235.3240495	https://dl.acm.org/doi/10.1145/3239235.3240495		https://www.scopus.com/inward/record.url?eid=2-s2.0-85061492623&partnerID=40&md5=ec43f906b281f33789dcc76043732845
slicebased dynamic memory modellinga case study	Sivagurunathan, Y., Harman, M., Sivagurunathan, B.	10.1109/CMPSAC.2002.1045028	https://doi.org/10.1109/CMPSAC.2002.1045028			https://www.scopus.com/inward/record.url?eid=2-s2.0-0036389554&partnerID=40&md5=98bd8e66ac616b1dcf464612db9cea18
slicing aided design of obfuscating transforms	Drape, S., Majumdar, A., Thomborson, C.	10.1109/ICIS.2007.167	https://doi.org/10.1109/ICIS.2007.167			https://www.scopus.com/inward/record.url?eid=2-s2.0-46749137549&partnerID=40&md5=f6824ea5ff281c6c75ad1fcbe58196d1
slicing and replaying code change history	Katsuhisa Maruyama, Eijiro Kitsu, Takayuki Omori, Shinpei Hayashi	10.1145/2351676.2351713	https://doi.org/10.1145/2351676.2351713	https://dl.acm.org/doi/10.1145/2351676.2351713	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6494927	https://www.scopus.com/inward/record.url?eid=2-s2.0-84866930316&partnerID=40&md5=6443c906cd243fe9611b87ecc9682dc7
slicing aspectoriented software	Zhao, J.	10.1109/WPC.2002.1021346	https://doi.org/10.1109/WPC.2002.1021346			https://www.scopus.com/inward/record.url?eid=2-s2.0-84948687379&partnerID=40&md5=0e57b1b3cd64c54df4a4cdce4be992ec
slicing concurrent java programs using indus and kaveri	Ranganath, V.P., Hatcliff, J.	10.1007/s10009-007-0043-0	https://doi.org/10.1007/s10009-007-0043-0			https://www.scopus.com/inward/record.url?eid=2-s2.0-35348933168&partnerID=40&md5=b7e811be92978d08c37e93bc4bb7c1a1
slicing finegrained code change history	Maruyama, K., Omori, T., Hayashi, S.	10.1587/transinf.2015EDP7282	https://doi.org/10.1587/transinf.2015EDP7282			https://www.scopus.com/inward/record.url?eid=2-s2.0-84959516674&partnerID=40&md5=e482f61bde1eef82ac7afce9e61c542e
slicing for architectural analysis	Rodrigues, N.F., Barbosa, L.S.	10.1016/j.scico.2010.02.002	https://doi.org/10.1016/j.scico.2010.02.002			https://www.scopus.com/inward/record.url?eid=2-s2.0-77955334021&partnerID=40&md5=d08f43b9a7528a09aa71125a5cb70119
slicing for modern program structures a theory for eliminating irrelevant loops	Amtoft, T.	10.1016/j.ipl.2007.10.002	https://doi.org/10.1016/j.ipl.2007.10.002			https://www.scopus.com/inward/record.url?eid=2-s2.0-39449099964&partnerID=40&md5=35ef3a1cf507b1f7c771243f5fe07298
slicing xml documents using dependence graph	Sahu, M., Mohapatra, D.P.	10.1007/978-3-642-36071-8_35	https://doi.org/10.1007/978-3-642-36071-8_35			https://www.scopus.com/inward/record.url?eid=2-s2.0-84872793249&partnerID=40&md5=9fb7105129b8356bf03b9d127ffe5e3c
slwv a theorem prover for logic programming	Pereira, L.M., Caires, L., Alferes, J.	10.1007/3-540-56454-3_1	https://doi.org/10.1007/3-540-56454-3_1			https://www.scopus.com/inward/record.url?eid=2-s2.0-84936088127&partnerID=40&md5=a5b5423d0ae349fc742e0476fcdb4fcb
sm@rt offloader supporting adaptive computation offloading for android applications	Cai, H., Zhang, W., Zhang, Y., Huang, G.	10.1145/2541614.2541617	https://doi.org/10.1145/2541614.2541617			https://www.scopus.com/inward/record.url?eid=2-s2.0-84892556030&partnerID=40&md5=4f7d01efffbc993c249450d3ae8d0bb5
smartkt a search framework to assist program comprehension using smart knowledge transfer	S. Majumdar; S. Papdeja; P. P. Das; S. K. Ghosh	10.1109/QRS.2019.00026	https://doi.org/10.1109/QRS.2019.00026		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8854703	https://www.scopus.com/inward/record.url?eid=2-s2.0-85073781599&partnerID=40&md5=76a0155230bbeae718b2fa0aea6e0382
smell the coffee! uncovering java analysis issues	Knight, C.	10.1109/SCAM.2001.972677	https://doi.org/10.1109/SCAM.2001.972677			https://www.scopus.com/inward/record.url?eid=2-s2.0-84963829800&partnerID=40&md5=4eec674c624122f53b5f396062e9e884
smells are sensitive to developers! on the efficiency of (un)guided customized detection	Hozano, M., Garcia, A., Antunes, N., Fonseca, B., Costa, E.	10.1109/ICPC.2017.32	https://doi.org/10.1109/ICPC.2017.32			https://www.scopus.com/inward/record.url?eid=2-s2.0-85025124144&partnerID=40&md5=b8313f8de78b2db99874d77f7bb4330d
smurf a svmbased incremental antipattern detection approach	Abdou Maiga, Nasir Ali, Neelesh Bhattacharya, Aminata Sabane, Yann-Gael Gueheneuc, Esma Aimeur	10.1109/WCRE.2012.56	https://doi.org/10.1109/WCRE.2012.56	https://dl.acm.org/doi/10.1109/WCRE.2012.56	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6385142	https://www.scopus.com/inward/record.url?eid=2-s2.0-84872321538&partnerID=40&md5=173aa90aeeb27121d678ddd67ed2018d
sniafl towards a static noninteractive approach to feature location	Wei Zhao, Lu Zhang, Yin Liu, Jiasu Sun, Fuqing Yang	10.1145/1131421.1131424	https://doi.org/10.1145/1131421.1131424	https://dl.acm.org/doi/10.1145/1131421.1131424		https://www.scopus.com/inward/record.url?eid=2-s2.0-33745348653&partnerID=40&md5=b35b007b4b6be570e4e5c9413cd1a483
software analytics for improving program comprehension	Rakan Alanazi, Lee, Yugyung, Song, Sejun, Rao, Raveen, Choi, Baek-Young, Li, Zhu	10.5555/AAI28543879	https://doi.org/10.5555/AAI28543879	https://dl.acm.org/doi/book/10.5555/AAI28543879		
software and hardware development and testing of repeaters of communication satellites	Gladyshev, A.B., Dmitriev, D.D., Tyapkin, V.N.	10.1109/SIBCON.2019.8729616	https://doi.org/10.1109/SIBCON.2019.8729616			https://www.scopus.com/inward/record.url?eid=2-s2.0-85068314087&partnerID=40&md5=f765a8cc0a5313216f88bd70b9ee0b49
software architecture leverage for system/program comprehension		10.5555/876902.881308	https://doi.org/10.5555/876902.881308	https://dl.acm.org/doi/10.5555/876902.881308		
software architecture reconstruction why what how	Mirakhorli, M.	10.1109/SANER.2015.7081885	https://doi.org/10.1109/SANER.2015.7081885			https://www.scopus.com/inward/record.url?eid=2-s2.0-84928674761&partnerID=40&md5=23c9f73b698266f2030dc0dca0d3ff92
software architecture recovery process based on objectoriented source code and documentation	Chardigny, S., Seriai, A.	10.1007/978-3-642-15114-9_35	https://doi.org/10.1007/978-3-642-15114-9_35			https://www.scopus.com/inward/record.url?eid=2-s2.0-78049344258&partnerID=40&md5=4cc29cb1b4a285c4f1c6c5b14c15c6c1
software architecture transformations	Hoda Fahmy, Richard C. Holt	10.5555/850948.853437	https://doi.org/10.5555/850948.853437	https://dl.acm.org/doi/10.5555/850948.853437		https://www.scopus.com/inward/record.url?eid=2-s2.0-0034510504&partnerID=40&md5=71c364e93b3bcad27ce530ca6cba5322
software artefact traceability the neverending challenge	R. Oliveto; G. Antoniol; A. Marcus; J. Hayes	10.1109/ICSM.2007.4362664	https://doi.org/10.1109/ICSM.2007.4362664		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4362664	https://www.scopus.com/inward/record.url?eid=2-s2.0-47349096716&partnerID=40&md5=8ff1d125ab3fcbca0e67a9ae26404047
software artifacts extraction for program comprehension	Rasool, G., Philippow, I.	10.1007/978-90-481-9112-3_75	https://doi.org/10.1007/978-90-481-9112-3_75			https://www.scopus.com/inward/record.url?eid=2-s2.0-84878912989&partnerID=40&md5=0c7be30d26dffcb420c2cabdd3a1bd5a
software artifacts recovery using abstract regular expressions	Rasool, G., Asif, N.	10.1109/INMIC.2007.4557710	https://doi.org/10.1109/INMIC.2007.4557710			https://www.scopus.com/inward/record.url?eid=2-s2.0-51849088655&partnerID=40&md5=9607277e521888c328d8583a5757eba5
software cartography thematic software visualization with consistent layout	Adrian Kuhn, David Erni, Peter Loretan, Oscar Nierstrasz	10.5555/1779593.1779595	https://doi.org/10.5555/1779593.1779595	https://dl.acm.org/doi/10.5555/1779593.1779595		https://www.scopus.com/inward/record.url?eid=2-s2.0-77950171179&partnerID=40&md5=8cc36860447ccda16c9543076969029b
software clustering based on behavioural features	Chiragkumar Patel, Abdelwahab Hamou-Lhadj, Juergen Rilling	10.5555/1647636.1647724	https://doi.org/10.5555/1647636.1647724	https://dl.acm.org/doi/10.5555/1647636.1647724		https://www.scopus.com/inward/record.url?eid=2-s2.0-84959042851&partnerID=40&md5=474729b610a82e5c9b29199f89293b1f
software clustering unifying syntactic and semantic features	Janardan Misra, K. M. Annervaz, Vikrant Kaulgud, Shubhashis Sengupta, Gary Titus	10.1109/WCRE.2012.21	https://doi.org/10.1109/WCRE.2012.21	https://dl.acm.org/doi/10.1109/WCRE.2012.21	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6385107	https://www.scopus.com/inward/record.url?eid=2-s2.0-84872340067&partnerID=40&md5=75ab9be861c1a34d2d894f5a9b3a05a5
software clustering using dynamic analysis and static dependencies	Chiragkumar Patel, Abdelwahab Hamou-Lhadj, Juergen Rilling	10.1109/CSMR.2009.62	https://doi.org/10.1109/CSMR.2009.62	https://dl.acm.org/doi/10.1109/CSMR.2009.62	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4812736	https://www.scopus.com/inward/record.url?eid=2-s2.0-67649886458&partnerID=40&md5=b878912425b5f2fd3522c6719686b3b9
software code complexity assessment using eeg features	Medeiros, J., Couceiro, R., Castelhano, J., Branco, M.C., Duarte, G., Duarte, C., Duraes, J., Madeira, H., Carvalho, P., Teixeira, C.	10.1109/EMBC.2019.8856283	https://doi.org/10.1109/EMBC.2019.8856283			https://www.scopus.com/inward/record.url?eid=2-s2.0-85077838650&partnerID=40&md5=9064360cebe555939d012ca6cc5add5d
software complex for modeling and optimization of program implementation on parallel calculation systems	Bakanov, V.	10.1515/comp-2018-0019	https://doi.org/10.1515/comp-2018-0019			https://www.scopus.com/inward/record.url?eid=2-s2.0-85061819920&partnerID=40&md5=20c44ff24fb4a9b224199195c1707bf3
software design by objectoriented functional layering	Richmond, A.	10.1016/0010-4655(86)90076-7	https://doi.org/10.1016/0010-4655(86)90076-7			https://www.scopus.com/inward/record.url?eid=2-s2.0-0022765271&partnerID=40&md5=ddc597ca1efcaddecb71301162b4d21b
software design with invocation diagrami	Denll, N.J.	10.1145/800021.808280	https://doi.org/10.1145/800021.808280			https://www.scopus.com/inward/record.url?eid=2-s2.0-85059758808&partnerID=40&md5=970e37442b04878f55ef92e412f1cae4
software entities as bird flocks and fish schools	Scanniello, G., Erra, U.	10.1109/VISSOFT.2013.6650544	https://doi.org/10.1109/VISSOFT.2013.6650544			https://www.scopus.com/inward/record.url?eid=2-s2.0-84891502127&partnerID=40&md5=a0102d5a76230c3b3b1f0dd59735e104
software environment architectures and user interface facilities	Young, M., Taylor, R.N., Troup, D.B.	10.1109/32.6151	https://doi.org/10.1109/32.6151			https://www.scopus.com/inward/record.url?eid=2-s2.0-0024034656&partnerID=40&md5=3190ca0ab05e984c15febfc7ebd7113e
software errors and software maintenance management	Rajiv D. Banker, Srikant M. Datar, Chris F. Kemerer, Dani Zweig	10.1023/A%3A1013156608583	https://doi.org/10.1023/A%3A1013156608583	https://dl.acm.org/doi/10.1023/A%3A1013156608583		
software evolution aided by execution trace alignment	Silva, L.L., Paixão, K.R., De Amo, S., Maia, M.D.A.	10.1109/SBES.2010.25	https://doi.org/10.1109/SBES.2010.25			https://www.scopus.com/inward/record.url?eid=2-s2.0-79952058290&partnerID=40&md5=00e1a27c73d5b91612e945ccf42ba211
software evolution and profiling in a competitive environment	Szabó, C.	10.23919/MIPRO.2019.8756783	https://doi.org/10.23919/MIPRO.2019.8756783			https://www.scopus.com/inward/record.url?eid=2-s2.0-85070263727&partnerID=40&md5=063810cea541c197594934de47be5950
software evolution comprehension replay to the rescue	Hattori, L., D'Ambros, M., Lanza, M., Lungu, M.	10.1109/ICPC.2011.39	https://doi.org/10.1109/ICPC.2011.39			https://www.scopus.com/inward/record.url?eid=2-s2.0-80052425846&partnerID=40&md5=d0a3a2ebad26688608f2a1d6262437a8
software fault localization using dstar (d*)	Wong, W.E., Debroy, V., Li, Y., Gao, R.	10.1109/SERE.2012.12	https://doi.org/10.1109/SERE.2012.12			https://www.scopus.com/inward/record.url?eid=2-s2.0-84866677855&partnerID=40&md5=f4106fffdaededa3f61b3715571780fe
software forest a visualization of semantic similarities in source code using a tree metaphor	Atzberger, D., Cech, T., de la Haye, M., Söchting, M., Scheibel, W., Limberger, D., Döllner, J.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85102968377&partnerID=40&md5=39da8fe72a75b4b3bfffa44aa33cb780
software landscape and application visualization for system comprehension with explorviz	Fittkau, F., Krause, A., Hasselbring, W.	10.1016/j.infsof.2016.07.004	https://doi.org/10.1016/j.infsof.2016.07.004			https://www.scopus.com/inward/record.url?eid=2-s2.0-84978859472&partnerID=40&md5=61a5eb6ae6d10cb42f8b06b7ccfe59a4
software logical structure verification method by modeling implemented specification	Uetsuki, K., Matsuodani, T., Tsuda, K.	10.1007/978-3-642-23854-3_36	https://doi.org/10.1007/978-3-642-23854-3_36			https://www.scopus.com/inward/record.url?eid=2-s2.0-80053164517&partnerID=40&md5=52877fc6e342c2e875bd2a171182157b
software maintenance research in the progress project for predictable embedded software systems	Kraft, J., Kienle, H.M., Nolte, T., Crnkovic, I., Hansson, H.	10.1109/CSMR.2011.47	https://doi.org/10.1109/CSMR.2011.47			https://www.scopus.com/inward/record.url?eid=2-s2.0-79955130320&partnerID=40&md5=ea5e7a23278f4b85941ba048c51fd197
software module clustering as a multiobjective search problem	Praditwong, K., Harman, M., Yao, X.	10.1109/TSE.2010.26	https://doi.org/10.1109/TSE.2010.26			https://www.scopus.com/inward/record.url?eid=2-s2.0-79953183586&partnerID=40&md5=454ce314e7e4978dccb802c3dce9a5e7
software musification	A. Mancino; G. Scanniello	10.1109/iV.2017.28	https://doi.org/10.1109/iV.2017.28		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8107958	https://www.scopus.com/inward/record.url?eid=2-s2.0-85040562314&partnerID=40&md5=21a2ce7cd8b2f598692833c9ed7500d2
software porting support with componentbased and language neutral source code analysis	Cantiello, P., Martino, B.D.	10.1504/IJCSE.2014.060678	https://doi.org/10.1504/IJCSE.2014.060678			https://www.scopus.com/inward/record.url?eid=2-s2.0-84899521420&partnerID=40&md5=0b83ea4ac636af49f3d57c085e59f93c
software prefetch on core microarchitecture applied to irregular codes	Ammenouche, S., Singh, D.E., Carretero, J., Jalby, W.	10.1109/HPCSim.2011.5999833	https://doi.org/10.1109/HPCSim.2011.5999833			https://www.scopus.com/inward/record.url?eid=2-s2.0-80052994346&partnerID=40&md5=d4693945984f9ea57bd4066da66a9b87
software program development life cycle standards for banking and financial services it industry	Kuttalam, P., Keerthika, N., Alagarsamy, K., Iyakutti, K.	10.1007/978-3-642-35864-7_24	https://doi.org/10.1007/978-3-642-35864-7_24			https://www.scopus.com/inward/record.url?eid=2-s2.0-84873802348&partnerID=40&md5=28996c70c80eb3323007890ee2b47ba2
software readability practices and the importance of their teaching	Sampaio, I.B., Barbosa, L.	10.1109/IACS.2016.7476069	https://doi.org/10.1109/IACS.2016.7476069			https://www.scopus.com/inward/record.url?eid=2-s2.0-84973867094&partnerID=40&md5=219cbe8a58e718cb114f7c4ea54e449e
software reconnaissance mapping program features to code	Norman Wilde, Michael C. Scully	10.1002/smr.4360070105	https://doi.org/10.1002/smr.4360070105	https://dl.acm.org/doi/10.1002/smr.4360070105		https://www.scopus.com/inward/record.url?eid=2-s2.0-0029219159&partnerID=40&md5=4a3a8b02308d925c4ec14581cb7108a5
software redocumentation using distributed data processing technique to support program understanding for legacy system a proposed approach	Sugumaran Nallusamy, Hoo Meei Hao, Farizuwana Akma Zulkifle	10.1007/978-3-030-90235-3_21	https://doi.org/10.1007/978-3-030-90235-3_21	https://dl.acm.org/doi/10.1007/978-3-030-90235-3_21		https://www.scopus.com/inward/record.url?eid=2-s2.0-85120524978&partnerID=40&md5=66e636c02883288ad8edafcf17ac14b1
software reengineering method using domain models	DeBaud, Jean-Marc, Rugaber, Spencer		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-0029475989&partnerID=40&md5=c6bde3fe75313ca20d4bbb7ec272a5af
software reflexion models bridging the gap between design and implementation	Gail C. Murphy, David Notkin, Kevin J. Sullivan	10.1109/32.917525	https://doi.org/10.1109/32.917525	https://dl.acm.org/doi/10.1109/32.917525		https://www.scopus.com/inward/record.url?eid=2-s2.0-0035308156&partnerID=40&md5=d53cf49b10b3f4c902b59515b6d724cb
software reliability model for modular program structure	B. Littlewood	10.1109/TR.1979.5220576	https://doi.org/10.1109/TR.1979.5220576		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5220576	
software reliability model with bathtubshaped fault detection rate	Fiondella, L., Gokhale, S.S.	10.1109/RAMS.2011.5754490	https://doi.org/10.1109/RAMS.2011.5754490			https://www.scopus.com/inward/record.url?eid=2-s2.0-79956346540&partnerID=40&md5=8d442d15175a3caa7291be7987f680e5
software restructuring an architecturebased tool	Bozhikova, V., Stoeva, M., Antonov, A., Nikolov, V.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-57649183948&partnerID=40&md5=8a094432e7c79cb37a4cc56d6222e9f8
software reverse engineering to requirements	Fahmi, S.A., Choi, H.-J.	10.1109/ICCIT.2007.4420580	https://doi.org/10.1109/ICCIT.2007.4420580			https://www.scopus.com/inward/record.url?eid=2-s2.0-49049114058&partnerID=40&md5=358858979e61b22fd8343cb71b9e5bd1
software similarity patterns and clones a curse or blessing	Jarzabek, S.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85090799204&partnerID=40&md5=e0609dc8f3f153c585bec169d3b57a11
software systems as cities a controlled experiment	Wettel, R., Lanza, M., Robbes, R.	10.1145/1985793.1985868	https://doi.org/10.1145/1985793.1985868			https://www.scopus.com/inward/record.url?eid=2-s2.0-79959912599&partnerID=40&md5=32702a736a7fcef86eecbc2ccd2ac346
software text semantic search approach based on code structure knowledge | 基于代码结构知识的软件文档语义搜索方法	Lin, Z.-Q., Zou, Y.-Z., Zhao, J.-F., Cao, Y.-K., Xie, B.	10.13328/j.cnki.jos.005609	https://doi.org/10.13328/j.cnki.jos.005609			https://www.scopus.com/inward/record.url?eid=2-s2.0-85082552260&partnerID=40&md5=25cb5bb0d4be4682df84e9d6a7b03d5f
software transactional memories for scala	Goodman, D., Khan, B., Khan, S., Luján, M., Watson, I.	10.1016/j.jpdc.2012.09.015	https://doi.org/10.1016/j.jpdc.2012.09.015			https://www.scopus.com/inward/record.url?eid=2-s2.0-84870877879&partnerID=40&md5=09799384fed143f34eddc5ccdb082b99
software visualisation for objectoriented program comprehension	Michael J. Pacione	10.5555/998675.999408	https://doi.org/10.5555/998675.999408	https://dl.acm.org/doi/10.5555/998675.999408		https://www.scopus.com/inward/record.url?eid=2-s2.0-4544293947&partnerID=40&md5=31cfa08304a929e588976c8c557e04ef
software visualisation techniques adapted and extended for asynchronous hardware design	Lilian Janin, Doug Edwards	10.1109/IV.2005.119	https://doi.org/10.1109/IV.2005.119	https://dl.acm.org/doi/10.1109/IV.2005.119	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1509100	https://www.scopus.com/inward/record.url?eid=2-s2.0-33749045215&partnerID=40&md5=51175c6526c1a1b66b49236f4de0228d
software visualisation using c++ lenses	Cain, J.W., McCrindle, R.J.	10.1109/WPC.1999.777738	https://doi.org/10.1109/WPC.1999.777738			https://www.scopus.com/inward/record.url?eid=2-s2.0-84957912716&partnerID=40&md5=421da95e6aa6d4db1bd24c8ec46839ac
software visualization for objectoriented program comprehension	M. J. Pacione	10.1109/ICSE.2004.1317423	https://doi.org/10.1109/ICSE.2004.1317423		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1317423	
software visualization today systematic literature review	Mattila, A.-L., Ihantola, P., Kilamo, T., Luoto, A., Nurminen, M., Väätäjä, H.	10.1145/2994310.2994327	https://doi.org/10.1145/2994310.2994327			https://www.scopus.com/inward/record.url?eid=2-s2.0-84994910745&partnerID=40&md5=b789eef87a537487272d71e003631c78
software visualization tools for software comprehension	Nur, K.Md., Sarwar, H.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85089388204&partnerID=40&md5=07857b34b83e081c5d009056d2b31ed8
software visualization using topic models	Reddivari, S., Hackney, W.	10.18293/SEKE2018-194	https://doi.org/10.18293/SEKE2018-194			https://www.scopus.com/inward/record.url?eid=2-s2.0-85056890104&partnerID=40&md5=15e896f4456c8e30f7cb783da12659a9
software visualization with attachable display classes	Shimomura, T., Ikeda, K., Takahashi, M.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-74549188350&partnerID=40&md5=59228042b55abe8f4eddf2018abd12e6
software visualization with audio supported cognitive glyphs	Boccuzzo, S., Gall, H.C.	10.1109/ICSM.2008.4658085	https://doi.org/10.1109/ICSM.2008.4658085			https://www.scopus.com/inward/record.url?eid=2-s2.0-57849131815&partnerID=40&md5=0cb9f345352d9c3c27bfd71dc332eafc
solving jumpin using zerodependency reinforcement learning (student abstract)	Ostic, R., Benning, O., Boily, P.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85130093240&partnerID=40&md5=5ea54dc0a5b9e7718d734407cdf96696
some thoughts on program structure	G. L. Webb	10.1145/382228.382229	https://doi.org/10.1145/382228.382229	https://dl.acm.org/doi/10.1145/382228.382229		https://www.scopus.com/inward/record.url?eid=2-s2.0-84976719189&partnerID=40&md5=d0a971f7a9ce77e94f3a291be96860ad
sonification design guidelines to enhance program comprehension	K. Hussein; E. Tilevich; I. I. Bukvic; SooBeen Kim	10.1109/ICPC.2009.5090035	https://doi.org/10.1109/ICPC.2009.5090035		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5090035	https://www.scopus.com/inward/record.url?eid=2-s2.0-70349996074&partnerID=40&md5=ae1cff462b11f15faf69523898e3387c
sound as an aid in understanding lowlevel program architecture	Lewis Berman	10.1109/ICPC.2010.55	https://doi.org/10.1109/ICPC.2010.55	https://dl.acm.org/doi/10.1109/ICPC.2010.55	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5521766	https://www.scopus.com/inward/record.url?eid=2-s2.0-77956166478&partnerID=40&md5=203f7c3e5cb105d1a7ac18d50f59e72c
source animation as a means of program comprehension	Harry M. Sneed	10.5555/518049.856956	https://doi.org/10.5555/518049.856956	https://dl.acm.org/doi/10.5555/518049.856956		
source animation as a means of program comprehension for objectoriented systems	H. M. Sneed	10.1109/WPC.2000.852492	https://doi.org/10.1109/WPC.2000.852492		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=852492	https://www.scopus.com/inward/record.url?eid=2-s2.0-84951194345&partnerID=40&md5=40d7ca40f48a89f9695d4187fe20bb31
source code analysis extractive approach to generate textual summary	Dawood, K.A., Sharif, K.Y., Wei, K.T.		https://doi.org/			https://www.scopus.com/inward/record.url?eid=2-s2.0-85040525454&partnerID=40&md5=5934f5bb23b17158676ffc5018b0339d
source code authorship attribution using file embeddings	Alina Bogdanova	10.1145/3484271.3484981	https://doi.org/10.1145/3484271.3484981	https://dl.acm.org/doi/10.1145/3484271.3484981		https://www.scopus.com/inward/record.url?eid=2-s2.0-85121451478&partnerID=40&md5=591d8de59ae56658a03e7cf0e191b26b
source code comprehension analysis in software maintenance	N. A. Al-Saiyd	10.1109/CCOMS.2017.8075175	https://doi.org/10.1109/CCOMS.2017.8075175		https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8075175	https://www.scopus.com/inward/record.url?eid=2-s2.0-85036455348&partnerID=40&md5=5ffaae76c83cec28e42d05fdd8f52d32
source code comprehension strategies and metrics to predict comprehension effort in software maintenance and evolution tasks an empirical study with industry practitioners	Kazuki Nishizono, Shuji Morisakl, Rodrigo Vivanco, Kenichi Matsumoto	10.1109/ICSM.2011.6080814	https://doi.org/10.1109/ICSM.2011.6080814	https://dl.acm.org/doi/10.1109/ICSM.2011.6080814	https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6080814	https://www.scopus.com/inward/record.url?eid=2-s2.0-83455200857&partnerID=40&md5=7f3cb3c82b37219cbafba6e111070a05
